variant,kind,kg_train_ablation,status,elapsed_seconds,best_model_path,best_metrics_path,log_path,naive_mrr,naive_mr,naive_hits@1,naive_hits@3,naive_hits@10,type_mrr,type_mr,type_hits@1,type_hits@3,type_hits@10
targeted_single_cw,targeted,/path/to/KG_RS/ablation_study/fashionv3/ablation_3rel/kg_train_targeted_single_cw.tsv,ok,128.6092,/path/to/KG_RS/ablation_study/fashionv3/results_3rel/targeted_single_cw/best_model_targeted_single_cw.pt,/path/to/KG_RS/ablation_study/fashionv3/results_3rel/targeted_single_cw/best_metrics_targeted_single_cw.json,/path/to/KG_RS/ablation_study/fashionv3/results_3rel/targeted_single_cw/run_targeted_single_cw.log,0.06542754918336868,16615.7763671875,0.033564815297722816,0.07175925746560097,0.1249999962747097,0.06542986817657948,14867.06884765625,0.033564815297722816,0.07175925746560097,0.1249999962747097
