variant,kind,kg_train_ablation,status,elapsed_seconds,best_model_path,best_metrics_path,log_path,naive_mrr,naive_mr,naive_hits@1,naive_hits@3,naive_hits@10,type_mrr,type_mr,type_hits@1,type_hits@3,type_hits@10
targeted_triple_cw_category_poptier,targeted,/path/to/KG_RS/ablation_study/fashionv3/ablation_5rel/kg_train_targeted_triple_cw_category_poptier.tsv,ok,269.3649,/path/to/KG_RS/ablation_study/fashionv3/results_5rel/targeted_triple_cw_category_poptier/best_model_targeted_triple_cw_category_poptier.pt,/path/to/KG_RS/ablation_study/fashionv3/results_5rel/targeted_triple_cw_category_poptier/best_metrics_targeted_triple_cw_category_poptier.json,/path/to/KG_RS/ablation_study/fashionv3/results_5rel/targeted_triple_cw_category_poptier/run_targeted_triple_cw_category_poptier.log,0.08720846101641655,11180.818359375,0.05266203731298447,0.09432870522141457,0.14988425746560097,0.08720863983035088,10703.01904296875,0.05266203731298447,0.09432870522141457,0.14988425746560097
